epoch,acc,loss,val_acc,val_loss
0,0.895,0.23501003780961036,0.9556451612903226,0.10177309131399999
1,0.9675,0.09046479825675488,0.9583333333333334,0.09049518631271473
2,0.98,0.05482444530725479,0.9603658536585366,0.08692099732428228
3,0.9645,0.09745166567154229,0.9613821138211383,0.08652885416825491
4,0.9825,0.0456137814829126,0.9664634146341463,0.08347253072287554
